id,OtherGestures,Smile,Laugh,Scowl,otherEyebrowMovement,Frown,Raise,OtherEyeMovements,Close-R,X-Open,Close-BE,gazeInterlocutor,gazeDown,gazeUp,otherGaze,gazeSide,openMouth,closeMouth,lipsDown,lipsUp,lipsRetracted,lipsProtruded,SideTurn,downR,sideTilt,backHead,otherHeadM,sideTurnR,sideTiltR,waggle,forwardHead,downRHead,singleHand,bothHands,otherHandM,complexHandM,sidewaysHand,downHands,upHands,class,transcription,Pronunciation_posteriori,Gender,Mood_from_mva,Count of Syllables,Count of filler and pauses,Rate of speech - syb per sec,Speaking time secs w/o pauses,Duration time secs w pauses,Ratio speaking to duration,Fundamental frequency_f0 Hz,SD Fundamental frequency_f0 Hz,Median Fundamental frequency_f0 Hz,Minimum Fundamental frequency_f0 Hz,Maximum Fundamental frequency_f0 Hz,25th Quantile Fundamental frequency_f0 Hz,75th Quantile Fundamental frequency_f0 Hz,Jitter - local,"Jitter - local, absolute",Jitter - rap,Jitter - ppq5,Jitter - ddp
trial_lie_001.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,No sir I did not. I absolutely did not. No sir I was not. No sir.,85.06,a female,Showing no emotion,52,9,3.0,11.6,17.0,0.7,164.97,59.18,155.0,73.0,396.0,118.0,196.0,0.061507496334913356,0.00029892131712988903,0.032612340281486386,0.03103215716687621,0.09783702084445917
trial_lie_002.mp4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,deceptive,"... and she approached me, and at that time that she had tripped over the rug and kind of bumped into me I was heading to the nursery, which is ammm ... I know you guys have all seen the layout, there's ahhh ... was a loveseat right there and a rocking chair right next to each other, and there's a little wall, and whenever she tripped over the rug she bumped into me and Grant approached her and grabbed her and kind of pulled her ... was pulling her back and just telling her to chill out, and she started fighting him, and whenever she did, that little wall right by the loveseat, she kicked it and whenever she did, they both went over the chair and landed on the floor, and I just went so ... I ran to the bedroom with Lily I didn't even stick around to see what happened, and when I got to the bedroom Little Grant was trying to come ... he was coming out of the door, and he asked me what that noise was and I told him that the chair fell and ... to come back into the bedroom, and ammm ... he asked where his daddy was and I told him he was picking up the chair.",100.0,a female,Showing no emotion,246,17,4.0,53.7,62.5,0.9,183.72,39.43,193.9,73.0,364.0,182.0,203.0,0.04696503680506068,0.00021224540480204368,0.02565948399243127,0.023040926080594964,0.0769784519772938
trial_lie_003.mp4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"No sir I was not, not at all.",60.0,a Male,Reading,5,0,2.0,2.1,2.4,0.9,117.08,48.0,91.1,82.0,220.0,88.0,166.0,0.049203109148561144,0.00028828791374794295,0.02746312831564402,0.024931723442650527,0.08238938494693207
trial_lie_004.mp4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,deceptive,"He had told me that he had had a dream that, ammm ...he was in a forest and that he had killed Laura, and that if I didn't help him get rid of her, that he … that I was gonna be next.",90.05,a female,Showing no emotion,39,4,3.0,9.8,11.6,0.8,184.46,51.64,,77.0,277.0,173.0,,0.041626466172308474,0.00019246600978374515,0.02276349873795833,0.019899332929486795,0.068290496213875
trial_lie_005.mp4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,deceptive,"And he told me that, ammm … he was trying to figure some stuff out, and ammm … I asked him Like what? and he will … I mean I will never forget it, he was smoking a cigarette, and he was like really calm, and he looked at me and he said What would you say if I said … if I told you Laura was dead? And I was like, you know, I was like What? And … basically he told me that, ammm … the night that Laura had come over to the house, that she had died, and that whenever I left that he just panicked and freaked out, and I got … I started freaking out, and I was asking him why he didn't call the cops [stutters] … call for help like he told me he was going to, and he told me that, ammm … he got scared that he was a black man with a dead white woman and nobody was gonna believe him that it was an accident",100.0,a female,Showing no emotion,209,16,4.0,43.1,53.4,0.8,180.14,43.52,195.6,77.0,289.0,182.0,205.0,0.051145185299723166,0.00022836965605465046,0.028416397665538287,0.024742476166807286,0.08524919299661486
trial_lie_006.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"No, I didn't. The last time I saw her was whenever they fell, whenever I came out she was already in the bathroom. I never saw her ever. Whenever we got to the boat it was all covered up, honestly I didn't even know there was a middle seat until we saw the boat the other day.",100.0,Voice not recognized,,67,3,4.0,11.9,15.7,0.8,245.04,49.29,249.5,89.0,397.0,230.0,271.0,0.04334446612130978,0.0001607987177283384,0.022293939661348613,0.02130333157033153,0.06688181898404584
trial_lie_007.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,deceptive,"We had some drinks at the bar, maybe one ... two. Ammm … I got onto the dance floor myself as I explained, ammm … I have been a trained dancer for some time, going to be able to dance freely is like a ... release, I'm very much in my own space when I do that and so I got up, and I was dancing alone on the dance floor. He came to join the dance floor, ahhh … did not join me necessarily on the dance floor initially, and he was also ... dancing, and then ammm ... there was a time where he reached out his hand and ... as … the defense has said twirled me around and ammm ... that's it.",100.0,a female,Showing no emotion,168,15,4.0,36.2,45.3,0.8,178.25,38.82,185.2,77.0,278.0,176.0,198.0,0.06840417829015179,0.0003445482692497923,0.03634812886391304,0.03684623556502701,0.10904438659173912
trial_lie_008.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,deceptive,"Ahhh ... I didn't go to the dance club as a drinking activity, and nor did I know at the time that it was a dance club until we got in there.",100.0,a Male,speaking passionately,34,1,5.0,6.9,7.3,0.9,155.74,44.38,180.2,78.0,249.0,98.0,187.0,0.07794792597998548,0.0004249882161422658,0.041939281564730806,0.042643078688504796,0.1258178446941924
trial_lie_009.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,deceptive,"Ahhh ... When we got to the hotel, I remember, ammm …  sitting, er … sitting briefly on the balcony of my room, but then that was that there was no other additional time if that's what you're asking. Besides what I … just explained, no.",89.9,a female,Showing no emotion,58,5,3.0,12.9,18.4,0.7,169.94,48.84,186.8,81.0,272.0,102.0,201.0,0.07842536525032756,0.0004074448330141124,0.041280089203933994,0.04294138243551347,0.12384026761180197
trial_lie_010.mp4,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"I have no idea. Uh, I was at work so I was presumably doing work things.  I'm s-sure it was -- nope. I'm sure it was work related. There's ... it does seem coincidental but I'm sure that there was something else going on that I had to call him about. I talk to him frequently about work matters. There's ....",90.03,a female,Showing no emotion,73,7,3.0,15.3,24.8,0.6,163.42,45.26,184.5,76.0,260.0,96.0,192.0,0.07635031015940537,0.0003651725879209584,0.042002924991765826,0.04205027789850476,0.12600877497529747
trial_lie_011.mp4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,deceptive,"Uh, I had just been on a cruise with my husband. We hadn't been on a vacation for years, alone, without the children. (pause, clears throat) I had a project I needed to complete, and Hemy insisted it had to be completed that ... day, and so the only way in which to -- and it required his input, and the only way in which to finish it was to work on it that night",80.34,a female,Reading,89,9,3.0,16.1,33.7,0.5,200.59,40.27,198.3,81.0,382.0,186.0,220.0,0.08054051396893225,0.00035381417936321903,0.043184289516202214,0.04567274022431584,0.12955286854860665
trial_lie_012.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"I don't know, maybe ten ... nine thirty, ten, something along those lines. Might even have been slightly later.",100.0,a female,Showing no emotion,29,1,4.0,5.6,7.8,0.7,188.51,30.16,195.5,89.0,265.0,183.0,206.0,0.06520753413319384,0.00030695245712310644,0.0355359798355206,0.03715031547655177,0.1066079395065618
trial_lie_013.mp4,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,deceptive,"Ah, I don't remember but evidently I, I -- I tried to call Hemy, probably to tell him that I had left the office, and that I w -- that something had happened. Which seemed -- was a very normal thing for me to have done. Was to tell my boss that I had left the office and something had happened to my husband.",100.0,a female,Showing no emotion,67,4,4.0,13.5,16.6,0.8,184.68,32.43,188.6,79.0,258.0,179.0,202.0,0.07736369709153752,0.00036334784917227886,0.04051985530463937,0.04174279449100614,0.12155956591391812
trial_lie_014.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,deceptive,"I think when he was choking me, my hands were free because he was over my torso, my arms were free, so I may have, tried to push him off, or , I didn’t want to injure him, I just wanted him to get off of me, but that was very quick and it didn’t last long.",95.02,a female,Reading,65,1,5.0,12.0,13.8,0.9,208.0,36.74,211.4,81.0,383.0,194.0,226.0,0.0688366320640817,0.00029179350791919665,0.036285042018879304,0.037978389183576315,0.10885512605663791
trial_lie_015.mp4,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"Right after the shot occurred, um , we had fallen over in the bathroom again toward the  sink, the sink and garbage can area, kind of in the corner, and so he didn't chase me in that  moment, but that's where we struggled on the floor. And again as soon as I broke away, he  said \F'ing kill you Bitch\"" I don't remember a lot after that, so whether he chased me or not, I  couldn't say""",90.07,a female,Showing no emotion,106,16,3.0,20.4,34.4,0.6,187.87,33.92,186.0,74.0,363.0,178.0,198.0,0.07199471376425629,0.00032292740571597685,0.03719311802108272,0.03734553653244879,0.11157935406324818
trial_lie_016.mp4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,deceptive,"Well, what I do recall is when I filled the gas cans rather then have just a loose gas hose  somewhere I didn't have anywhere to put it, um so, I hung it up and when I  hung it up that ends the transaction, so that's probably why, I could have, you know mean, if I could of put them back in the trunk or whatever, then started the car or vise versa , um at one point, I didn't want to  ground, so I hung it up, and that ended the transaction, so that’s probably why there is more than one and maybe I was topping of the gas tank for another. ",94.99,a female,Showing no emotion,140,13,4.0,26.5,37.0,0.7,184.18,31.86,180.5,75.0,378.0,173.0,193.0,0.0706136210281567,0.0003325713247899752,0.036948450492513676,0.03730960595375698,0.11084535147754103
trial_lie_017.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,deceptive,"Again, it took, it took a long time, it took a long time for me to get to this point, I never  wanted to admit to this and I'd written out all of my suicide letters, I sent my note, I sent them  all in an envelope to my grandmother, do not open until Nov 10th 2008, I was hoping to be  dead by then, giving myself a little time, to get my affairs in order, that date rolled by and then  more time rolled by and I was still here, so with the evolution of just time and the years that  went by, it was a gradual process, I began to feel not right about keeping it in instead.",100.0,a female,Showing no emotion,166,13,4.0,32.1,43.9,0.7,180.08,30.67,179.9,78.0,384.0,173.0,191.0,0.07385541444493449,0.00035114757779884155,0.03784224019269736,0.038896398869965106,0.11352672057809207
trial_lie_018.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"My attempt to talk to them was to present a better image of our relationship, and to downplay the negative aspects of it, like \it's not really a big deal\"" \""oh, it wasn’t that bad\"" that kinda thing, like \""oh, yeah, I knew that he did that, but that wasn't a big deal\"" um, even our arguments, oh, sure it was rocky, there was turmoil, but we were friends, so my attempt was more to present a good image of Travis, and a good image of myself and that our relationship had it's ups and downs, but we were still um, on good terms.""",100.0,a female,Showing no emotion,146,10,4.0,27.0,34.5,0.8,184.31,33.33,184.4,80.0,387.0,175.0,199.0,0.07021545469220072,0.0003243676964367313,0.03638032414738672,0.03658903300635704,0.10914097244216016
trial_lie_019.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"Well, again I can't, it happened so fast I did initially think Run, so I went down the hallway and then right as I got to the hallway, with the doors being shut, it just seemed like more of an obstacle it would give him more time to catch up, to open the door this way and run around it and out, when this door was an equal distance and open. I could run that way and into it. So my thought initially was to run out this door, and then around and out, but I was doing something just to create more distance, because last time I had run that same route and I was not successful in running out of the room.",95.01,a female,Showing no emotion,148,13,4.0,27.9,36.8,0.8,181.32,33.38,178.2,72.0,385.0,171.0,192.0,0.07737481116968536,0.00035103556561696253,0.04014761184622389,0.040738563014852604,0.12044283553867166
trial_lie_020.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,deceptive,"When I sort a came out of the fog, I realized \oh, crap\"" something bad had happened and I was scared to call any authority at that point.""",90.01,a female,Showing no emotion,35,4,3.0,6.7,11.2,0.6,188.98,24.86,187.9,84.0,303.0,175.0,201.0,0.07283480038693536,0.00033790247317926574,0.037606531606742544,0.03912427558696626,0.11281959482022763
trial_lie_021.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,deceptive,"I do recall him screaming and yelling at me, um , so I don't know if that constitutes as talking, but he was saying words, the other things, I don't recall as far as being on all words, I don't.",70.07,a female,Showing no emotion,47,7,3.0,10.0,18.2,0.5,189.04,26.52,190.8,81.0,250.0,179.0,202.0,0.06742797612511077,0.0003298415844027325,0.03569840438268257,0.03539603700980372,0.10709521314804771
trial_lie_022.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"Well, I think that I have a good memory June 4th is an anomaly for me.  It's like I said yesterday, it's in a class of it's own. And I can't explain why, what kind of state of mind I was in, um it was, most of the day was an entire blank, and little pieces have come back, but not very many, So I can't explain that day alone but if you were, to put that day over here and over here all the other days of   memory issues that are any different from any average person.",84.97,a female,Showing no emotion,140,17,3.0,26.1,41.5,0.6,192.67,40.3,183.1,70.0,374.0,174.0,203.0,0.07564980883398012,0.00030390913240098557,0.040940259405096095,0.041343344970515186,0.12282077821528828
trial_lie_023.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"Lying is isn't something typically I just do. I'm not going to say I've never told a lie in my life before this ... incident, but, the lies I have told in this case are can be tied directly back to either protecting Travis' reputation or my involvement in his death, in any way. Because I was very ashamed of the death, and also I wanted to edify Travis in a good way, I didn't want to de- edify him or say hateful things about him, especially now that he had passed away and also I didn't want that to be construed as ... motive, for example if he was violent with me.",95.13,a female,Showing no emotion,163,17,4.0,30.6,43.3,0.7,175.72,35.97,177.4,71.0,392.0,168.0,187.0,0.08340835457623401,0.0004138297242462484,0.04200691313664893,0.04199512799149332,0.1260207394099468
trial_lie_024.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"So I was experiencing disorientation, I wasn’t thinking gosh, Travis’ just choked me out, I was ...  actually a thought just sort of wandered through my mind  Wheres Nepolian, in my head  so that was my thought and it didn’t really have any relation to the event, that was just a thought. I was kinda getting my bearings, um, so there is, it’s not completely clear, I just remember he had his hands around my neck, and he was banging my head on the carpet. I tried to push him off, and then it was, and then I blacked out. Really shortly after that.",100.0,a female,Showing no emotion,104,5,4.0,21.9,24.6,0.9,191.76,41.13,186.0,77.0,389.0,176.0,199.0,0.07650004840268029,0.00033555136313711664,0.03996171232713689,0.04016160410860104,0.11988513698141068
trial_lie_025.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"as far as details, every detail, I just sometimes I have a general sense of what’s going on, and sometimes I don’t but as far as the fog goes, it’s more of again, words that are being spoken, or screamed or yelled, and that what processing that sort of thing, physical things I can remember because I feel them physically, I can remember what I feel internally and emotionally as well, but it’s more the words that are being spoken and their meanings, but I do remember how I feel, if that makes sense.",94.93,a female,Showing no emotion,138,6,5.0,25.2,29.5,0.9,186.33,21.17,186.3,73.0,335.0,176.0,198.0,0.06823676670484548,0.0003054643244174503,0.03590745405779281,0.036765178051493694,0.10772236217337844
trial_lie_026.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"I was, I believed that it’s not okay in any circumstance to take someones life even if you are defending your own life that’s how I believed it So I never really stopped to consider how society would view it. If someone is defending themselves, I just felt like I had done something wrong and I was afraid of what the consequences would be.",90.05,a female,Showing no emotion,87,13,3.0,18.1,28.5,0.6,184.0,29.79,185.7,74.0,329.0,176.0,198.0,0.07491963241979607,0.0003569460804954297,0.03740920869992803,0.03935300533486861,0.1122276260997841
trial_lie_027.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,deceptive,"The lunging and the gun going off were sort of contemporanios, I don’t remember how close they were or if it happened at exactly the same moment or one right after the other, it all happened very fast, and it all seemed to happen all at once, and I would say as far as distance, maybe as far as Mr. Babbikey (sp?) is, (court reporter?) but I couldn’t say for sure with absolute certainty.",90.25,a female,Showing no emotion,81,8,3.0,17.1,27.0,0.6,188.92,34.89,187.1,72.0,355.0,175.0,200.0,0.07199621152461587,0.000324469905609029,0.037007771238074805,0.03813608542444989,0.11102331371422441
trial_lie_028.mp4,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,deceptive,"Well, it happened very fast, I didn’t have time to think everything just happened um, it seemed in a split second. So ... I really don’t ... I just didn’t have time to think to go this way or that way or to do this or that, it just happened without really thinking about the best move to make.",89.91,a female,Showing no emotion,80,10,3.0,14.8,24.3,0.6,191.12,46.25,190.3,74.0,385.0,175.0,210.0,0.07633370533826156,0.00035113600424503476,0.03925074292960219,0.04215156314809418,0.11775222878880658
trial_lie_029.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"it goes back to the choking incident and the fact that, when his body slammed me he was standing over me again I thought he was trying to get on top of me and even when we fell, I felt he was still trying to get on top of me by grabbing at me",85.07,a female,Showing no emotion,61,6,3.0,11.6,18.0,0.6,175.14,38.62,171.8,73.0,371.0,166.0,183.0,0.0730513469172538,0.0003393835835733186,0.038437698090734364,0.03946563813093519,0.1153130942722031
trial_lie_030.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"In a sense that is correct, I remember that. Dropping the knife, screaming and that  memory came much later,   Um, but it goes blank after that. I don't remember putting the gun in the car, I don't  remember putting the rope in the car, but I have, not crystal clear, but pretty, pretty solid  memories of disposing of those. So they did go in the car obviously, but I don’t remember  placing them in the car.  ",84.97,a female,Showing no emotion,109,10,3.0,19.6,32.1,0.6,184.47,40.85,188.9,71.0,379.0,173.0,207.0,0.07534398521205828,0.00034863384193406364,0.03832555963949889,0.0396483257007469,0.11497667891849668
trial_lie_031.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,deceptive," Well ... I do know that we struggled that day, and based on logic it would have  because of how we fought . I don't know how things ended up, where they ended up. I just ",60.27,a female,Showing no emotion,55,8,2.0,9.4,25.9,0.4,187.58,36.17,186.2,79.0,396.0,180.0,197.0,0.06551179815997477,0.0002785354191010239,0.034668213731908114,0.03388947538895071,0.10400464119572433
trial_lie_032.mp4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,deceptive,"He said he was hungry, get something. I- there was a pizza receipt siting there. I called and ordered. When the pizza man came, it was right after Tim had been over. And when Tim was over, the guy had just stopped me. He was standing being that partially opened door Tim talked about, with a gun.",80.17,a female,Reading,76,14,3.0,16.0,28.0,0.6,208.47,40.34,201.0,111.0,311.0,175.0,238.0,0.07647325292527273,0.000320121841980308,0.04077452682009693,0.04254788540409748,0.12232358046029079
trial_lie_033.mp4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"I knew it. Get them kids back there, don’t wanna look at you. I got a gun up here. Get them kids back there. They’ll flail a little bit but get them back there. Where the police, come in and shot the boy where they were gone say they were? … Well I could’ve, look at all those rounds I had. If I wanted to kill someone, I could have. I weren’t trying to kill nobody. They wasn’t no hostages, young folk scared. You see the man, he made them testify. Them folk going to jail don’t come here and say nothing on me. Oh I ain’t just mad at them because I can understand you. They scared. And it shouldn’t have to be like that. But people like that make them like that. You see he make [?] he [?]. You gone make me testify. Made him do it.",100.0,a female,Showing no emotion,181,13,4.0,34.1,45.0,0.8,176.95,53.63,168.3,75.0,365.0,132.0,218.0,0.09942652578891144,0.0005510177508220302,0.04915213041448629,0.05246407301628486,0.14745639124345886
trial_lie_034.mp4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,deceptive,"He pushed me and I was up in his face. Definitely in his face. Pushed me, I don't know if he did it on purpose but he scratched my neck. And then he scratched my neck. I had a err...a rag t-shirt on anyway because I'd been taking care of my house. And he tore my shirt.",100.0,a Male,speaking passionately,93,10,3.0,17.7,26.9,0.7,142.87,32.32,144.5,77.0,251.0,118.0,161.0,0.10210798171384572,0.0006570822531205615,0.05018857084926506,0.05389959391212234,0.1505657125477952
trial_lie_035.mp4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,deceptive,"I want to say, the prosecutor, I can't see her face but I wish I could. You disgust me. The Dorsey family disgusts me. Because how dare you say that happened to my son. You weren't there. Ya'll was never there. You were the absentee people ... always. So the Dorsey family, down to the mother, the father, to everybody- I hope ya'll live your lives well but Imma saying to my child, Gabrielle Blair, you lived well but Imma saying to 'em throughout their whole life. So live well now. You got not nothing else to say to me for I did for my child. Period.",95.01,a female,Showing no emotion,123,11,4.0,24.8,35.0,0.7,195.65,39.27,195.2,81.0,382.0,170.0,218.0,0.06977567293507045,0.0003047159792941782,0.03676135683340474,0.0381571259974174,0.11028407050021423
trial_lie_036.mp4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,deceptive,"... brother, sister and his children...I know that he was a fun loving Uncle and I'm ... can't continue to experience things in his life ... for a kid ... there is certainly no way to explain ... make sense of the situation and I'm truly sorry for that.",70.06,Voice not recognized,,100,16,3.0,19.2,39.0,0.5,273.76,71.35,288.1,79.0,400.0,230.0,322.0,0.08224800115214524,0.00023431347578472403,0.043035597216939225,0.046311707539901846,0.12910679165081768
